date,product,quantity_sold,price,total_sales
2024-04-11,Orchid Stem,13,250,3250
2024-04-11,Baby’s Breath,5,120,600
2024-04-12,Red Roses Bouquet,11,899,9889
2024-04-12,Sunflowers,12,150,1800
2024-04-12,Tulip Bundle,2,399,798
2024-04-12,Mixed Bouquet,6,699,4194
2024-04-12,Orchid Stem,11,250,2750
2024-04-12,Baby’s Breath,4,120,480
2024-04-13,Red Roses Bouquet,5,899,4495
2024-04-13,Sunflowers,2,150,300
2024-04-13,Tulip Bundle,3,399,1197
2024-04-13,Mixed Bouquet,11,699,7689
2024-04-13,Orchid Stem,13,250,3250
2024-04-13,Baby’s Breath,9,120,1080
2024-04-14,Red Roses Bouquet,1,899,899
2024-04-14,Sunflowers,10,150,1500
2024-04-14,Tulip Bundle,7,399,2793
2024-04-14,Mixed Bouquet,7,699,4893
2024-04-14,Orchid Stem,3,250,750
2024-04-14,Baby’s Breath,7,120,840
2024-04-15,Red Roses Bouquet,10,899,8990
2024-04-15,Sunflowers,11,150,1650
2024-04-15,Tulip Bundle,10,399,3990
2024-04-15,Mixed Bouquet,14,699,9786
2024-04-15,Orchid Stem,8,250,2000
2024-04-15,Baby’s Breath,9,120,1080
2024-04-16,Red Roses Bouquet,10,899,8990
2024-04-16,Sunflowers,11,150,1650
2024-04-16,Tulip Bundle,12,399,4788
2024-04-16,Mixed Bouquet,14,699,9786
2024-04-16,Orchid Stem,10,250,2500
2024-04-16,Baby’s Breath,7,120,840
2024-04-17,Red Roses Bouquet,4,899,3596
2024-04-17,Sunflowers,7,150,1050
2024-04-17,Tulip Bundle,10,399,3990
2024-04-17,Mixed Bouquet,11,699,7689
2024-04-17,Orchid Stem,13,250,3250
2024-04-17,Baby’s Breath,13,120,1560
2024-04-18,Red Roses Bouquet,4,899,3596
2024-04-18,Sunflowers,4,150,600
2024-04-18,Tulip Bundle,3,399,1197
2024-04-18,Mixed Bouquet,6,699,4194
2024-04-18,Orchid Stem,15,250,3750
2024-04-18,Baby’s Breath,3,120,360
2024-04-19,Red Roses Bouquet,11,899,9889
2024-04-19,Sunflowers,8,150,1200
2024-04-19,Tulip Bundle,9,399,3591
2024-04-19,Mixed Bouquet,14,699,9786
2024-04-19,Orchid Stem,9,250,2250
2024-04-19,Baby’s Breath,8,120,960
2024-04-20,Red Roses Bouquet,12,899,10788
2024-04-20,Sunflowers,6,150,900
2024-04-20,Tulip Bundle,6,399,2394
2024-04-20,Mixed Bouquet,6,699,4194
2024-04-20,Orchid Stem,14,250,3500
2024-04-20,Baby’s Breath,15,120,1800
2024-04-21,Red Roses Bouquet,8,899,7192
2024-04-21,Sunflowers,8,150,1200
2024-04-21,Tulip Bundle,2,399,798
2024-04-21,Mixed Bouquet,10,699,6990
2024-04-21,Orchid Stem,3,250,750
2024-04-21,Baby’s Breath,3,120,360
2024-04-22,Red Roses Bouquet,11,899,9889
2024-04-22,Sunflowers,2,150,300
2024-04-22,Tulip Bundle,3,399,1197
2024-04-22,Mixed Bouquet,13,699,9087
2024-04-22,Orchid Stem,10,250,2500
2024-04-22,Baby’s Breath,13,120,1560
2024-04-23,Red Roses Bouquet,5,899,4495
2024-04-23,Sunflowers,5,150,750
2024-04-23,Tulip Bundle,6,399,2394
2024-04-23,Mixed Bouquet,6,699,4194
2024-04-23,Orchid Stem,2,250,500
2024-04-23,Baby’s Breath,7,120,840
2024-04-24,Red Roses Bouquet,8,899,7192
2024-04-24,Sunflowers,14,150,2100
2024-04-24,Tulip Bundle,8,399,3192
2024-04-24,Mixed Bouquet,5,699,3495
2024-04-24,Orchid Stem,7,250,1750
2024-04-24,Baby’s Breath,13,120,1560
2024-04-25,Red Roses Bouquet,5,899,4495
2024-04-25,Sunflowers,7,150,1050
2024-04-25,Tulip Bundle,12,399,4788
2024-04-25,Mixed Bouquet,7,699,4893
2024-04-25,Orchid Stem,5,250,1250
2024-04-25,Baby’s Breath,12,120,1440
2024-04-26,Red Roses Bouquet,2,899,1798
2024-04-26,Sunflowers,8,150,1200
2024-04-26,Tulip Bundle,11,399,4389
2024-04-26,Mixed Bouquet,6,699,4194
2024-04-26,Orchid Stem,3,250,750
2024-04-26,Baby’s Breath,6,120,720
2024-04-27,Red Roses Bouquet,8,899,7192
2024-04-27,Sunflowers,3,150,450
2024-04-27,Tulip Bundle,6,399,2394
2024-04-27,Mixed Bouquet,14,699,9786
2024-04-27,Orchid Stem,4,250,1000
2024-04-27,Baby’s Breath,11,120,1320
2024-04-28,Red Roses Bouquet,12,899,10788
2024-04-28,Sunflowers,8,150,1200
2024-04-28,Tulip Bundle,10,399,3990
2024-04-28,Mixed Bouquet,3,699,2097
2024-04-28,Orchid Stem,10,250,2500
2024-04-28,Baby’s Breath,10,120,1200
2024-04-29,Red Roses Bouquet,5,899,4495
2024-04-29,Sunflowers,9,150,1350
2024-04-29,Tulip Bundle,11,399,4389
2024-04-29,Mixed Bouquet,2,699,1398
2024-04-29,Orchid Stem,2,250,500
2024-04-29,Baby’s Breath,11,120,1320
2024-04-30,Red Roses Bouquet,12,899,10788
2024-04-30,Sunflowers,5,150,750
2024-04-30,Tulip Bundle,6,399,2394
2024-04-30,Mixed Bouquet,7,699,4893
2024-04-30,Orchid Stem,8,250,2000
2024-04-30,Baby’s Breath,14,120,1680
2024-05-01,Red Roses Bouquet,4,899,3596
2024-05-01,Sunflowers,14,150,2100
2024-05-01,Tulip Bundle,10,399,3990
2024-05-01,Mixed Bouquet,14,699,9786
2024-05-01,Orchid Stem,8,250,2000
2024-05-01,Baby’s Breath,18,120,2160
2024-05-02,Red Roses Bouquet,15,899,13485
2024-05-02,Sunflowers,13,150,1950
2024-05-02,Tulip Bundle,9,399,3591
2024-05-02,Mixed Bouquet,2,699,1398
2024-05-02,Orchid Stem,13,250,3250
2024-05-02,Baby’s Breath,1,120,120
2024-05-03,Red Roses Bouquet,7,899,6293
2024-05-03,Sunflowers,11,150,1650
2024-05-03,Tulip Bundle,11,399,4389
2024-05-03,Mixed Bouquet,13,699,9087
2024-05-03,Orchid Stem,7,250,1750
2024-05-03,Baby’s Breath,14,120,1680
2024-05-04,Red Roses Bouquet,18,899,16182
2024-05-04,Sunflowers,20,150,3000
2024-05-04,Tulip Bundle,18,399,7182
2024-05-04,Mixed Bouquet,3,699,2097
2024-05-04,Orchid Stem,17,250,4250
2024-05-04,Baby’s Breath,15,120,1800
2024-05-05,Red Roses Bouquet,7,899,6293
2024-05-05,Sunflowers,13,150,1950
2024-05-05,Tulip Bundle,12,399,4788
2024-05-05,Mixed Bouquet,11,699,7689
2024-05-05,Orchid Stem,20,250,5000
2024-05-05,Baby’s Breath,9,120,1080
2024-05-06,Red Roses Bouquet,14,899,12586
2024-05-06,Sunflowers,15,150,2250
2024-05-06,Tulip Bundle,11,399,4389
2024-05-06,Mixed Bouquet,12,699,8388
2024-05-06,Orchid Stem,9,250,2250
2024-05-06,Baby’s Breath,15,120,1800
2024-05-07,Red Roses Bouquet,12,899,10788
2024-05-07,Sunflowers,16,150,2400
2024-05-07,Tulip Bundle,5,399,1995
2024-05-07,Mixed Bouquet,5,699,3495
2024-05-07,Orchid Stem,11,250,2750
2024-05-07,Baby’s Breath,7,120,840
2024-05-08,Red Roses Bouquet,16,899,14384
2024-05-08,Sunflowers,13,150,1950
2024-05-08,Tulip Bundle,7,399,2793
2024-05-08,Mixed Bouquet,9,699,6291
2024-05-08,Orchid Stem,9,250,2250
2024-05-08,Baby’s Breath,7,120,840
2024-05-09,Red Roses Bouquet,1,899,899
2024-05-09,Sunflowers,14,150,2100
2024-05-09,Tulip Bundle,12,399,4788
2024-05-09,Mixed Bouquet,7,699,4893
2024-05-09,Orchid Stem,13,250,3250
2024-05-09,Baby’s Breath,15,120,1800
2024-05-10,Red Roses Bouquet,14,899,12586
2024-05-10,Sunflowers,16,150,2400
2024-05-10,Tulip Bundle,12,399,4788
2024-05-10,Mixed Bouquet,18,699,12582
2024-05-10,Orchid Stem,5,250,1250
2024-05-10,Baby’s Breath,8,120,960
2024-05-11,Red Roses Bouquet,8,899,7192
2024-05-11,Sunflowers,8,150,1200
2024-05-11,Tulip Bundle,7,399,2793
2024-05-11,Mixed Bouquet,15,699,10485
2024-05-11,Orchid Stem,9,250,2250
2024-05-11,Baby’s Breath,6,120,720
2024-05-12,Red Roses Bouquet,13,899,11687
2024-05-12,Sunflowers,17,150,2550
2024-05-12,Tulip Bundle,6,399,2394
2024-05-12,Mixed Bouquet,17,699,11883
2024-05-12,Orchid Stem,13,250,3250
2024-05-12,Baby’s Breath,8,120,960
2024-05-13,Red Roses Bouquet,7,899,6293
2024-05-13,Sunflowers,4,150,600
2024-05-13,Tulip Bundle,20,399,7980
2024-05-13,Mixed Bouquet,12,699,8388
2024-05-13,Orchid Stem,6,250,1500
2024-05-13,Baby’s Breath,5,120,600
2024-05-14,Red Roses Bouquet,16,899,14384
2024-05-14,Sunflowers,5,150,750
2024-05-14,Tulip Bundle,6,399,2394
2024-05-14,Mixed Bouquet,12,699,8388
2024-05-14,Orchid Stem,10,250,2500
2024-05-14,Baby’s Breath,12,120,1440
2024-05-15,Red Roses Bouquet,9,899,8091
2024-05-15,Sunflowers,4,150,600
2024-05-15,Tulip Bundle,4,399,1596
2024-05-15,Mixed Bouquet,10,699,6990
2024-05-15,Orchid Stem,13,250,3250
2024-05-15,Baby’s Breath,17,120,2040
2024-05-16,Red Roses Bouquet,16,899,14384
2024-05-16,Sunflowers,14,150,2100
2024-05-16,Tulip Bundle,18,399,7182
2024-05-16,Mixed Bouquet,12,699,8388
2024-05-16,Orchid Stem,8,250,2000
2024-05-16,Baby’s Breath,12,120,1440
2024-05-17,Red Roses Bouquet,10,899,8990
2024-05-17,Sunflowers,5,150,750
2024-05-17,Tulip Bundle,17,399,6783
2024-05-17,Mixed Bouquet,2,699,1398
2024-05-17,Orchid Stem,7,250,1750
2024-05-17,Baby’s Breath,5,120,600
2024-05-18,Red Roses Bouquet,14,899,12586
2024-05-18,Sunflowers,11,150,1650
2024-05-18,Tulip Bundle,12,399,4788
2024-05-18,Mixed Bouquet,10,699,6990
2024-05-18,Orchid Stem,1,250,250
2024-05-18,Baby’s Breath,16,120,1920
2024-05-19,Red Roses Bouquet,12,899,10788
2024-05-19,Sunflowers,11,150,1650
2024-05-19,Tulip Bundle,6,399,2394
2024-05-19,Mixed Bouquet,9,699,6291
2024-05-19,Orchid Stem,14,250,3500
2024-05-19,Baby’s Breath,17,120,2040
2024-05-20,Red Roses Bouquet,13,899,11687
2024-05-20,Sunflowers,12,150,1800
2024-05-20,Tulip Bundle,7,399,2793
2024-05-20,Mixed Bouquet,10,699,6990
2024-05-20,Orchid Stem,14,250,3500
2024-05-20,Baby’s Breath,16,120,1920
2024-05-21,Red Roses Bouquet,1,899,899
2024-05-21,Sunflowers,14,150,2100
2024-05-21,Tulip Bundle,13,399,5187
2024-05-21,Mixed Bouquet,6,699,4194
2024-05-21,Orchid Stem,10,250,2500
2024-05-21,Baby’s Breath,17,120,2040
2024-05-22,Red Roses Bouquet,5,899,4495
2024-05-22,Sunflowers,15,150,2250
2024-05-22,Tulip Bundle,5,399,1995
2024-05-22,Mixed Bouquet,9,699,6291
2024-05-22,Orchid Stem,5,250,1250
2024-05-22,Baby’s Breath,16,120,1920
2024-05-23,Red Roses Bouquet,10,899,8990
2024-05-23,Sunflowers,18,150,2700
2024-05-23,Tulip Bundle,6,399,2394
2024-05-23,Mixed Bouquet,17,699,11883
2024-05-23,Orchid Stem,9,250,2250
2024-05-23,Baby’s Breath,8,120,960
2024-05-24,Red Roses Bouquet,5,899,4495
2024-05-24,Sunflowers,6,150,900
2024-05-24,Tulip Bundle,17,399,6783
2024-05-24,Mixed Bouquet,10,699,6990
2024-05-24,Orchid Stem,15,250,3750
2024-05-24,Baby’s Breath,1,120,120
2024-05-25,Red Roses Bouquet,4,899,3596
2024-05-25,Sunflowers,17,150,2550
2024-05-25,Tulip Bundle,8,399,3192
2024-05-25,Mixed Bouquet,7,699,4893
2024-05-25,Orchid Stem,3,250,750
2024-05-25,Baby’s Breath,16,120,1920
2024-05-26,Red Roses Bouquet,15,899,13485
2024-05-26,Sunflowers,8,150,1200
2024-05-26,Tulip Bundle,13,399,5187
2024-05-26,Mixed Bouquet,9,699,6291
2024-05-26,Orchid Stem,16,250,4000
2024-05-26,Baby’s Breath,12,120,1440
2024-05-27,Red Roses Bouquet,14,899,12586
2024-05-27,Sunflowers,11,150,1650
2024-05-27,Tulip Bundle,17,399,6783
2024-05-27,Mixed Bouquet,7,699,4893
2024-05-27,Orchid Stem,4,250,1000
2024-05-27,Baby’s Breath,9,120,1080
2024-05-28,Red Roses Bouquet,12,899,10788
2024-05-28,Sunflowers,8,150,1200
2024-05-28,Tulip Bundle,16,399,6384
2024-05-28,Mixed Bouquet,10,699,6990
2024-05-28,Orchid Stem,13,250,3250
2024-05-28,Baby’s Breath,12,120,1440
2024-05-29,Red Roses Bouquet,18,899,16182
2024-05-29,Sunflowers,15,150,2250
2024-05-29,Tulip Bundle,17,399,6783
2024-05-29,Mixed Bouquet,10,699,6990
2024-05-29,Orchid Stem,17,250,4250
2024-05-29,Baby’s Breath,12,120,1440
2024-05-30,Red Roses Bouquet,10,899,8990
2024-05-30,Sunflowers,16,150,2400
2024-05-30,Tulip Bundle,7,399,2793
2024-05-30,Mixed Bouquet,16,699,11184
2024-05-30,Orchid Stem,6,250,1500
2024-05-30,Baby’s Breath,12,120,1440
2024-05-31,Red Roses Bouquet,12,899,10788
2024-05-31,Sunflowers,13,150,1950
2024-05-31,Tulip Bundle,18,399,7182
2024-05-31,Mixed Bouquet,11,699,7689
2024-05-31,Orchid Stem,16,250,4000
2024-05-31,Baby’s Breath,8,120,960
2024-06-01,Red Roses Bouquet,4,899,3596
2024-06-01,Sunflowers,12,150,1800
2024-06-01,Tulip Bundle,12,399,4788
2024-06-01,Mixed Bouquet,10,699,6990
2024-06-01,Orchid Stem,9,250,2250
2024-06-01,Baby’s Breath,11,120,1320
2024-06-02,Red Roses Bouquet,13,899,11687
2024-06-02,Sunflowers,11,150,1650
2024-06-02,Tulip Bundle,4,399,1596
2024-06-02,Mixed Bouquet,12,699,8388
2024-06-02,Orchid Stem,10,250,2500
2024-06-02,Baby’s Breath,14,120,1680
2024-06-03,Red Roses Bouquet,16,899,14384
2024-06-03,Sunflowers,6,150,900
2024-06-03,Tulip Bundle,9,399,3591
2024-06-03,Mixed Bouquet,12,699,8388
2024-06-03,Orchid Stem,6,250,1500
2024-06-03,Baby’s Breath,13,120,1560
2024-06-04,Red Roses Bouquet,7,899,6293
2024-06-04,Sunflowers,3,150,450
2024-06-04,Tulip Bundle,10,399,3990
2024-06-04,Mixed Bouquet,12,699,8388
2024-06-04,Orchid Stem,4,250,1000
2024-06-04,Baby’s Breath,7,120,840
2024-06-05,Red Roses Bouquet,7,899,6293
2024-06-05,Sunflowers,10,150,1500
2024-06-05,Tulip Bundle,9,399,3591
2024-06-05,Mixed Bouquet,4,699,2796
2024-06-05,Orchid Stem,3,250,750
2024-06-05,Baby’s Breath,3,120,360
2024-06-06,Red Roses Bouquet,16,899,14384
2024-06-06,Sunflowers,8,150,1200
2024-06-06,Tulip Bundle,10,399,3990
2024-06-06,Mixed Bouquet,9,699,6291
2024-06-06,Orchid Stem,8,250,2000
2024-06-06,Baby’s Breath,16,120,1920
2024-06-07,Red Roses Bouquet,5,899,4495
2024-06-07,Sunflowers,6,150,900
2024-06-07,Tulip Bundle,6,399,2394
2024-06-07,Mixed Bouquet,8,699,5592
2024-06-07,Orchid Stem,12,250,3000
2024-06-07,Baby’s Breath,10,120,1200
2024-06-08,Red Roses Bouquet,11,899,9889
2024-06-08,Sunflowers,13,150,1950
2024-06-08,Tulip Bundle,11,399,4389
2024-06-08,Mixed Bouquet,11,699,7689
2024-06-08,Orchid Stem,3,250,750
2024-06-08,Baby’s Breath,12,120,1440
2024-06-09,Red Roses Bouquet,6,899,5394
2024-06-09,Sunflowers,14,150,2100
2024-06-09,Tulip Bundle,11,399,4389
2024-06-09,Mixed Bouquet,3,699,2097
2024-06-09,Orchid Stem,13,250,3250
2024-06-09,Baby’s Breath,8,120,960
2024-06-10,Red Roses Bouquet,15,899,13485
2024-06-10,Sunflowers,2,150,300
2024-06-10,Tulip Bundle,4,399,1596
2024-06-10,Mixed Bouquet,9,699,6291
2024-06-10,Orchid Stem,8,250,2000
2024-06-10,Baby’s Breath,5,120,600
2024-06-11,Red Roses Bouquet,6,899,5394
2024-06-11,Sunflowers,8,150,1200
2024-06-11,Tulip Bundle,15,399,5985
2024-06-11,Mixed Bouquet,8,699,5592
2024-06-11,Orchid Stem,6,250,1500
2024-06-11,Baby’s Breath,11,120,1320
2024-06-12,Red Roses Bouquet,3,899,2697
2024-06-12,Sunflowers,3,150,450
2024-06-12,Tulip Bundle,16,399,6384
2024-06-12,Mixed Bouquet,6,699,4194
2024-06-12,Orchid Stem,2,250,500
2024-06-12,Baby’s Breath,4,120,480
2024-06-13,Red Roses Bouquet,3,899,2697
2024-06-13,Sunflowers,2,150,300
2024-06-13,Tulip Bundle,7,399,2793
2024-06-13,Mixed Bouquet,15,699,10485
2024-06-13,Orchid Stem,3,250,750
2024-06-13,Baby’s Breath,5,120,600
2024-06-14,Red Roses Bouquet,11,899,9889
2024-06-14,Sunflowers,13,150,1950
2024-06-14,Tulip Bundle,11,399,4389
2024-06-14,Mixed Bouquet,4,699,2796
2024-06-14,Orchid Stem,10,250,2500
2024-06-14,Baby’s Breath,3,120,360
2024-06-15,Red Roses Bouquet,5,899,4495
2024-06-15,Sunflowers,14,150,2100
2024-06-15,Tulip Bundle,7,399,2793
2024-06-15,Mixed Bouquet,5,699,3495
2024-06-15,Orchid Stem,8,250,2000
2024-06-15,Baby’s Breath,8,120,960
2024-06-16,Red Roses Bouquet,12,899,10788
2024-06-16,Sunflowers,13,150,1950
2024-06-16,Tulip Bundle,9,399,3591
2024-06-16,Mixed Bouquet,15,699,10485
2024-06-16,Orchid Stem,14,250,3500
2024-06-16,Baby’s Breath,12,120,1440
2024-06-17,Red Roses Bouquet,9,899,8091
2024-06-17,Sunflowers,7,150,1050
2024-06-17,Tulip Bundle,13,399,5187
2024-06-17,Mixed Bouquet,9,699,6291
2024-06-17,Orchid Stem,14,250,3500
2024-06-17,Baby’s Breath,5,120,600
2024-06-18,Red Roses Bouquet,9,899,8091
2024-06-18,Sunflowers,3,150,450
2024-06-18,Tulip Bundle,12,399,4788
2024-06-18,Mixed Bouquet,11,699,7689
2024-06-18,Orchid Stem,2,250,500
2024-06-18,Baby’s Breath,10,120,1200
2024-06-19,Red Roses Bouquet,3,899,2697
2024-06-19,Sunflowers,11,150,1650
2024-06-19,Tulip Bundle,12,399,4788
2024-06-19,Mixed Bouquet,5,699,3495
2024-06-19,Orchid Stem,6,250,1500
2024-06-19,Baby’s Breath,13,120,1560
2024-06-20,Red Roses Bouquet,6,899,5394
2024-06-20,Sunflowers,12,150,1800
2024-06-20,Tulip Bundle,9,399,3591
2024-06-20,Mixed Bouquet,10,699,6990
2024-06-20,Orchid Stem,6,250,1500
2024-06-20,Baby’s Breath,9,120,1080
2024-06-21,Red Roses Bouquet,5,899,4495
2024-06-21,Sunflowers,9,150,1350
2024-06-21,Tulip Bundle,8,399,3192
2024-06-21,Mixed Bouquet,14,699,9786
2024-06-21,Orchid Stem,11,250,2750
2024-06-21,Baby’s Breath,3,120,360
2024-06-22,Red Roses Bouquet,4,899,3596
2024-06-22,Sunflowers,9,150,1350
2024-06-22,Tulip Bundle,10,399,3990
2024-06-22,Mixed Bouquet,3,699,2097
2024-06-22,Orchid Stem,6,250,1500
2024-06-22,Baby’s Breath,5,120,600
2024-06-23,Red Roses Bouquet,8,899,7192
2024-06-23,Sunflowers,1,150,150
2024-06-23,Tulip Bundle,4,399,1596
2024-06-23,Mixed Bouquet,15,699,10485
2024-06-23,Orchid Stem,11,250,2750
2024-06-23,Baby’s Breath,12,120,1440
2024-06-24,Red Roses Bouquet,13,899,11687
2024-06-24,Sunflowers,3,150,450
2024-06-24,Tulip Bundle,15,399,5985
2024-06-24,Mixed Bouquet,3,699,2097
2024-06-24,Orchid Stem,11,250,2750
2024-06-24,Baby’s Breath,3,120,360
2024-06-25,Red Roses Bouquet,10,899,8990
2024-06-25,Sunflowers,2,150,300
2024-06-25,Tulip Bundle,6,399,2394
2024-06-25,Mixed Bouquet,4,699,2796
2024-06-25,Orchid Stem,1,250,250
2024-06-25,Baby’s Breath,11,120,1320
2024-06-26,Red Roses Bouquet,13,899,11687
2024-06-26,Sunflowers,4,150,600
2024-06-26,Tulip Bundle,3,399,1197
2024-06-26,Mixed Bouquet,6,699,4194
2024-06-26,Orchid Stem,8,250,2000
2024-06-26,Baby’s Breath,7,120,840
2024-06-27,Red Roses Bouquet,12,899,10788
2024-06-27,Sunflowers,12,150,1800
2024-06-27,Tulip Bundle,12,399,4788
2024-06-27,Mixed Bouquet,9,699,6291
2024-06-27,Orchid Stem,10,250,2500
2024-06-27,Baby’s Breath,7,120,840
2024-06-28,Red Roses Bouquet,9,899,8091
2024-06-28,Sunflowers,4,150,600
2024-06-28,Tulip Bundle,5,399,1995
2024-06-28,Mixed Bouquet,12,699,8388
2024-06-28,Orchid Stem,6,250,1500
2024-06-28,Baby’s Breath,15,120,1800
2024-06-29,Red Roses Bouquet,5,899,4495
2024-06-29,Sunflowers,14,150,2100
2024-06-29,Tulip Bundle,8,399,3192
2024-06-29,Mixed Bouquet,14,699,9786
2024-06-29,Orchid Stem,8,250,2000
2024-06-29,Baby’s Breath,13,120,1560
2024-06-30,Red Roses Bouquet,8,899,7192
2024-06-30,Sunflowers,10,150,1500
2024-06-30,Tulip Bundle,8,399,3192
2024-06-30,Mixed Bouquet,14,699,9786
2024-06-30,Orchid Stem,5,250,1250
2024-06-30,Baby’s Breath,15,120,1800
2024-07-01,Red Roses Bouquet,6,899,5394
2024-07-01,Sunflowers,7,150,1050
2024-07-01,Tulip Bundle,10,399,3990
2024-07-01,Mixed Bouquet,13,699,9087
2024-07-01,Orchid Stem,14,250,3500
2024-07-01,Baby’s Breath,4,120,480
2024-07-02,Red Roses Bouquet,2,899,1798
2024-07-02,Sunflowers,12,150,1800
2024-07-02,Tulip Bundle,10,399,3990
2024-07-02,Mixed Bouquet,14,699,9786
2024-07-02,Orchid Stem,4,250,1000
2024-07-02,Baby’s Breath,4,120,480
2024-07-03,Red Roses Bouquet,2,899,1798
2024-07-03,Sunflowers,3,150,450
2024-07-03,Tulip Bundle,12,399,4788
2024-07-03,Mixed Bouquet,9,699,6291
2024-07-03,Orchid Stem,9,250,2250
2024-07-03,Baby’s Breath,5,120,600
2024-07-04,Red Roses Bouquet,8,899,7192
2024-07-04,Sunflowers,1,150,150
2024-07-04,Tulip Bundle,3,399,1197
2024-07-04,Mixed Bouquet,9,699,6291
2024-07-04,Orchid Stem,11,250,2750
2024-07-04,Baby’s Breath,9,120,1080
2024-07-05,Red Roses Bouquet,8,899,7192
2024-07-05,Sunflowers,13,150,1950
2024-07-05,Tulip Bundle,9,399,3591
2024-07-05,Mixed Bouquet,10,699,6990
2024-07-05,Orchid Stem,4,250,1000
2024-07-05,Baby’s Breath,8,120,960
2024-07-06,Red Roses Bouquet,5,899,4495
2024-07-06,Sunflowers,3,150,450
2024-07-06,Tulip Bundle,11,399,4389
2024-07-06,Mixed Bouquet,9,699,6291
2024-07-06,Orchid Stem,6,250,1500
2024-07-06,Baby’s Breath,16,120,1920
2024-07-07,Red Roses Bouquet,9,899,8091
2024-07-07,Sunflowers,13,150,1950
2024-07-07,Tulip Bundle,12,399,4788
2024-07-07,Mixed Bouquet,7,699,4893
2024-07-07,Orchid Stem,5,250,1250
2024-07-07,Baby’s Breath,12,120,1440
2024-07-08,Red Roses Bouquet,11,899,9889
2024-07-08,Sunflowers,6,150,900
2024-07-08,Tulip Bundle,4,399,1596
2024-07-08,Mixed Bouquet,7,699,4893
2024-07-08,Orchid Stem,12,250,3000
2024-07-08,Baby’s Breath,14,120,1680
2024-07-09,Red Roses Bouquet,14,899,12586
2024-07-09,Sunflowers,9,150,1350
2024-07-09,Tulip Bundle,12,399,4788
2024-07-09,Mixed Bouquet,10,699,6990
2024-07-09,Orchid Stem,15,250,3750
2024-07-09,Baby’s Breath,15,120,1800
2024-07-10,Red Roses Bouquet,12,899,10788
2024-07-10,Sunflowers,8,150,1200
2024-07-10,Tulip Bundle,6,399,2394
2024-07-10,Mixed Bouquet,9,699,6291
2024-07-10,Orchid Stem,4,250,1000
2024-07-10,Baby’s Breath,10,120,1200
2024-07-11,Red Roses Bouquet,9,899,8091
2024-07-11,Sunflowers,6,150,900
2024-07-11,Tulip Bundle,12,399,4788
2024-07-11,Mixed Bouquet,6,699,4194
2024-07-11,Orchid Stem,9,250,2250
2024-07-11,Baby’s Breath,8,120,960
2024-07-12,Red Roses Bouquet,7,899,6293
2024-07-12,Sunflowers,11,150,1650
2024-07-12,Tulip Bundle,14,399,5586
2024-07-12,Mixed Bouquet,14,699,9786
2024-07-12,Orchid Stem,7,250,1750
2024-07-12,Baby’s Breath,12,120,1440
2024-07-13,Red Roses Bouquet,9,899,8091
2024-07-13,Sunflowers,6,150,900
2024-07-13,Tulip Bundle,14,399,5586
2024-07-13,Mixed Bouquet,8,699,5592
2024-07-13,Orchid Stem,5,250,1250
2024-07-13,Baby’s Breath,3,120,360
2024-07-14,Red Roses Bouquet,12,899,10788
2024-07-14,Sunflowers,12,150,1800
2024-07-14,Tulip Bundle,6,399,2394
2024-07-14,Mixed Bouquet,12,699,8388
2024-07-14,Orchid Stem,9,250,2250
2024-07-14,Baby’s Breath,10,120,1200
2024-07-15,Red Roses Bouquet,9,899,8091
2024-07-15,Sunflowers,14,150,2100
2024-07-15,Tulip Bundle,5,399,1995
2024-07-15,Mixed Bouquet,8,699,5592
2024-07-15,Orchid Stem,13,250,3250
2024-07-15,Baby’s Breath,12,120,1440
2024-07-16,Red Roses Bouquet,8,899,7192
2024-07-16,Sunflowers,8,150,1200
2024-07-16,Tulip Bundle,7,399,2793
2024-07-16,Mixed Bouquet,9,699,6291
2024-07-16,Orchid Stem,5,250,1250
2024-07-16,Baby’s Breath,9,120,1080
2024-07-17,Red Roses Bouquet,7,899,6293
2024-07-17,Sunflowers,10,150,1500
2024-07-17,Tulip Bundle,8,399,3192
2024-07-17,Mixed Bouquet,11,699,7689
2024-07-17,Orchid Stem,6,250,1500
2024-07-17,Baby’s Breath,9,120,1080
2024-07-18,Red Roses Bouquet,8,899,7192
2024-07-18,Sunflowers,4,150,600
2024-07-18,Tulip Bundle,3,399,1197
2024-07-18,Mixed Bouquet,5,699,3495
2024-07-18,Orchid Stem,14,250,3500
2024-07-18,Baby’s Breath,14,120,1680
2024-07-19,Red Roses Bouquet,7,899,6293
2024-07-19,Sunflowers,6,150,900
2024-07-19,Tulip Bundle,4,399,1596
2024-07-19,Mixed Bouquet,13,699,9087
2024-07-19,Orchid Stem,8,250,2000
2024-07-19,Baby’s Breath,10,120,1200
2024-07-20,Red Roses Bouquet,4,899,3596
2024-07-20,Sunflowers,9,150,1350
2024-07-20,Tulip Bundle,12,399,4788
2024-07-20,Mixed Bouquet,4,699,2796
2024-07-20,Orchid Stem,10,250,2500
2024-07-20,Baby’s Breath,9,120,1080
2024-07-21,Red Roses Bouquet,10,899,8990
2024-07-21,Sunflowers,7,150,1050
2024-07-21,Tulip Bundle,7,399,2793
2024-07-21,Mixed Bouquet,2,699,1398
2024-07-21,Orchid Stem,14,250,3500
2024-07-21,Baby’s Breath,4,120,480
2024-07-22,Red Roses Bouquet,12,899,10788
2024-07-22,Sunflowers,7,150,1050
2024-07-22,Tulip Bundle,16,399,6384
